term,estimate,p.value,conf.low,conf.high,w_GAVI,w_GACI,w_VGVI
CGEI,1.0105432892660438,0.692,0.9594108414261892,1.0644339411805823,0.2,0.2,0.2
age,0.994465061032452,0.073,0.9884431926361055,1.000513262363691,0.2,0.2,0.30000000000000004
AHEIScore,1.0009983394199333,0.675,0.9963427861789247,1.005677546870369,0.2,0.2,0.30000000000000004
householdIncome,1.0389592171550512,0.136,0.9880625092712166,1.0925596030404765,0.2,0.2,0.30000000000000004
alcohol,1.0044449422242059,0.688,0.9829150715943734,1.0264582915013476,0.2,0.2,0.30000000000000004
smoker_Yes,1.075257164976203,0.411,0.904549006176898,1.2782758313828861,0.2,0.2,0.30000000000000004
sex_Male,1.1208980915905502,0.192,0.9442035359615538,1.3308256605827828,0.2,0.2,0.30000000000000004
VSDI,0.9754271328349646,0.944,0.47729161191084635,1.9880693533474976,0.2,0.2,0.30000000000000004
CGEI,1.0091416807007243,0.713,0.9613618922108785,1.0593215678009409,0.2,0.2,0.30000000000000004
age,0.994468772815852,0.073,0.9884471931657448,1.0005166951388924,0.2,0.2,0.4
AHEIScore,1.000997180980185,0.675,0.9963413214329322,1.0056766964252044,0.2,0.2,0.4
householdIncome,1.0390175099239791,0.135,0.9881221386053765,1.0926164826063338,0.2,0.2,0.4
alcohol,1.0044440997301545,0.688,0.9829141343257273,1.0264575317901932,0.2,0.2,0.4
smoker_Yes,1.075339029747143,0.41,0.9046153129162778,1.2783770699382242,0.2,0.2,0.4
sex_Male,1.1208893123142116,0.192,0.9441941711154226,1.3308179853423279,0.2,0.2,0.4
VSDI,0.9757807489996411,0.945,0.4774411346754612,1.9889308763038447,0.2,0.2,0.4
CGEI,1.0081762890799573,0.728,0.9628756057096127,1.0556292498190416,0.2,0.2,0.4
age,0.9944712403272847,0.073,0.988449844299145,1.0005189850761818,0.2,0.2,0.5
AHEIScore,1.000996026679198,0.676,0.9963400028273423,1.0056757061283723,0.2,0.2,0.5
householdIncome,1.0390539709755933,0.135,0.98815888617152,1.092652669508346,0.2,0.2,0.5
alcohol,1.00444408260234,0.688,0.9829140521663244,1.0264575742265756,0.2,0.2,0.5
smoker_Yes,1.0754065123230165,0.41,0.9046718266069127,1.2784579044874973,0.2,0.2,0.5
sex_Male,1.1208897607943897,0.192,0.944193289149335,1.3308203015064726,0.2,0.2,0.5
VSDI,0.9759572073329947,0.945,0.4775078912593725,1.9893927074422173,0.2,0.2,0.5
CGEI,1.0075032115985774,0.74,0.9640253290423251,1.0529602205661417,0.2,0.2,0.5
age,0.9944729702958501,0.073,0.9884516989292447,1.0005205944121476,0.2,0.2,0.6
AHEIScore,1.0009950297697545,0.676,0.9963389099344094,1.0056748042929664,0.2,0.2,0.6
householdIncome,1.0390784147664773,0.135,0.9881832367083021,1.0926772462439696,0.2,0.2,0.6
alcohol,1.0044443356259827,0.688,0.9829142585483311,1.026457871283753,0.2,0.2,0.6
smoker_Yes,1.0754602036984888,0.41,0.9047175219016282,1.2785211877298808,0.2,0.2,0.6
sex_Male,1.1208931435150842,0.192,0.9441952796418716,1.3308255470819013,0.2,0.2,0.6
VSDI,0.9760522793037468,0.945,0.4775387497404418,1.9896622847272518,0.2,0.2,0.6
CGEI,1.0070160534675732,0.748,0.9649121077632533,1.0509736402619345,0.2,0.2,0.6
age,0.9944742394262684,0.073,0.9884530572800042,1.0005217771611759,0.2,0.2,0.7000000000000001
AHEIScore,1.0009941957255855,0.676,0.9963380159927203,1.0056740290948558,0.2,0.2,0.7000000000000001
householdIncome,1.0390957344749463,0.135,0.9882003269947579,1.0926948415156748,0.2,0.2,0.7000000000000001
alcohol,1.004444666268055,0.688,0.9829145543762351,1.0264582354969094,0.2,0.2,0.7000000000000001
smoker_Yes,1.0755030845599063,0.409,0.9047543693790384,1.2785712316136184,0.2,0.2,0.7000000000000001
sex_Male,1.1208973041552495,0.192,0.9441981675153379,1.330831377153427,0.2,0.2,0.7000000000000001
VSDI,0.9761063436422294,0.946,0.47755266051350437,1.9898303588305144,0.2,0.2,0.7000000000000001
CGEI,1.0066503182933926,0.755,0.965611132841714,1.0494488498627268,0.2,0.2,0.7000000000000001
age,0.9944752054318515,0.073,0.9884540898692616,1.0005226786742025,0.2,0.2,0.8
AHEIScore,1.0009934999145211,0.676,0.9963372808361387,1.0056733715999808,0.2,0.2,0.8
householdIncome,1.0391085536629492,0.135,0.988212875959724,1.09270797617527,0.2,0.2,0.8
alcohol,1.0044450040254176,0.688,0.9829148652696574,1.0264585995695543,0.2,0.2,0.8
smoker_Yes,1.075537797074983,0.409,0.9047843902207983,1.2786114712530874,0.2,0.2,0.8
sex_Male,1.120901467791511,0.192,0.9442012131380904,1.3308369912371654,0.2,0.2,0.8
VSDI,0.9761381826120007,0.946,0.4775580669724652,1.9899406526931172,0.2,0.2,0.8
CGEI,1.0063669815568763,0.76,0.9661739104848781,1.0482462965243566,0.2,0.2,0.8
age,0.9944759630116491,0.074,0.9884548988284798,1.0005233864702685,0.2,0.2,0.9
AHEIScore,1.0009929157366286,0.677,0.9963366697458469,1.0056728133822428,0.2,0.2,0.9
householdIncome,1.0391183772529287,0.134,0.98822242727766,1.0927181139273576,0.2,0.2,0.9
alcohol,1.0044453232525412,0.688,0.9829151631936385,1.0264589399202033,0.2,0.2,0.9
smoker_Yes,1.0755663291818967,0.409,0.9048091802352192,1.2786443852519802,0.2,0.2,0.9
sex_Male,1.1209053623038707,0.192,0.9442041366505655,1.330842136715145,0.2,0.2,0.9
VSDI,0.9761572720311499,0.946,0.47755903545587647,1.9900160112542722,0.2,0.2,0.9
CGEI,1.0061416494432074,0.764,0.966635602028409,1.047275771103165,0.2,0.2,0.9
age,0.9944765718384366,0.074,0.9884555483907161,1.0005239558145662,0.2,0.2,1
AHEIScore,1.000992420759941,0.677,0.9963361557543498,1.0056723365587992,0.2,0.2,1
householdIncome,1.039126119733792,0.134,0.9882299109656054,1.092726153114349,0.2,0.2,1
alcohol,1.0044456157998827,0.688,0.982915438462272,1.0264592497677691,0.2,0.2,1
smoker_Yes,1.0755901263233514,0.409,0.9048299285258616,1.278671735216694,0.2,0.2,1
sex_Male,1.1209089089600213,0.192,0.9442068405560029,1.3308467638720658,0.2,0.2,1
VSDI,0.976168717334279,0.946,0.4775576463934517,1.9900691919846463,0.2,0.2,1
CGEI,1.0059584894449736,0.768,0.9670206162029685,1.0464771319111439,0.2,0.2,1
age,0.9944194235080145,0.071,0.9883959735883563,1.0004690790813706,0.2,0.30000000000000004,0.1
AHEIScore,1.0010264531384012,0.666,0.9963727418748489,1.0057038928027349,0.2,0.30000000000000004,0.1
householdIncome,1.0382574085477274,0.143,0.9873593823139801,1.0918585093009578,0.2,0.30000000000000004,0.1
alcohol,1.0044488422706488,0.688,0.9829168964726642,1.026464540125333,0.2,0.30000000000000004,0.1
smoker_Yes,1.0740809164589014,0.418,0.903624432863292,1.2767812358969226,0.2,0.30000000000000004,0.1
sex_Male,1.1204648957410457,0.194,0.9438224388067197,1.3303325705477476,0.2,0.30000000000000004,0.1
VSDI,0.9711639190174969,0.934,0.4750957475844421,1.9793263229933131,0.2,0.30000000000000004,0.1
CGEI,1.0251313513165312,0.398,0.9677610544750077,1.085990679236177,0.2,0.30000000000000004,0.1
age,0.9944338650470612,0.071,0.988411078815537,1.0004829049377681,0.2,0.30000000000000004,0.2
AHEIScore,1.0010339590076245,0.664,0.9963787275961938,1.0057129525353938,0.2,0.30000000000000004,0.2
householdIncome,1.0385765211271616,0.14,0.9876824439142422,1.0921736659233259,0.2,0.30000000000000004,0.2
alcohol,1.004424461107099,0.69,0.9828931812351029,1.0264393155072928,0.2,0.30000000000000004,0.2
smoker_Yes,1.0738984728187104,0.419,0.9034292996931225,1.2766223728432213,0.2,0.30000000000000004,0.2
sex_Male,1.120330939747792,0.194,0.9437085758910562,1.3301743749760944,0.2,0.30000000000000004,0.2
VSDI,0.9749943832335919,0.943,0.47708123330642627,1.9871397667163289,0.2,0.30000000000000004,0.2
CGEI,1.020927100533515,0.457,0.966655769423656,1.078314234367121,0.2,0.30000000000000004,0.2
age,0.9944456712077794,0.072,0.988423415341819,1.000494214811262,0.2,0.30000000000000004,0.30000000000000004
AHEIScore,1.0010308587202252,0.665,0.9963748934051372,1.0057105838657694,0.2,0.30000000000000004,0.30000000000000004
householdIncome,1.0387795561015456,0.138,0.9878862317139736,1.0923761056103205,0.2,0.30000000000000004,0.30000000000000004
alcohol,1.004418224172869,0.69,0.9828873335188254,1.0264326048174108,0.2,0.30000000000000004,0.30000000000000004
smoker_Yes,1.074075842289217,0.418,0.9035607480790578,1.2768589702400297,0.2,0.30000000000000004,0.30000000000000004
sex_Male,1.1203591579588164,0.194,0.9437330933558823,1.3302069132527619,0.2,0.30000000000000004,0.30000000000000004
VSDI,0.9766352113903436,0.947,0.4779044736307263,1.9905963217006268,0.2,0.30000000000000004,0.30000000000000004
CGEI,1.0174302574618146,0.514,0.9660036259439768,1.0716473230671144,0.2,0.30000000000000004,0.30000000000000004
age,0.9944537581122399,0.072,0.9884318611116523,1.0005019644665973,0.2,0.30000000000000004,0.4
AHEIScore,1.0010257856308362,0.666,0.9963694805527165,1.0057058394209575,0.2,0.30000000000000004,0.4
householdIncome,1.0389001712051344,0.137,0.9880065627022481,1.0924971657589144,0.2,0.30000000000000004,0.4
alcohol,1.0044183108317362,0.69,0.9828876355894817,1.0264324380429588,0.2,0.30000000000000004,0.4
smoker_Yes,1.0743016584130247,0.417,0.9037437463738086,1.2771381258869938,0.2,0.30000000000000004,0.4
sex_Male,1.1204224561324294,0.194,0.9437874320159342,1.330280873042772,0.2,0.30000000000000004,0.4
VSDI,0.9772814689335516,0.948,0.47821247384745946,1.9920234818873088,0.2,0.30000000000000004,0.4
CGEI,1.0148249956108526,0.559,0.9659904683259443,1.066169895221043,0.2,0.30000000000000004,0.4
age,0.994459273864736,0.073,0.9884376194098643,1.0005072516108937,0.2,0.30000000000000004,0.5
AHEIScore,1.0010210437822222,0.668,0.9963645779226044,1.0057012465643944,0.2,0.30000000000000004,0.5
householdIncome,1.0389744112958894,0.136,0.9880802601793968,1.0925720820225413,0.2,0.30000000000000004,0.5
alcohol,1.0044202597118215,0.69,0.9828897078978476,1.0264342463162328,0.2,0.30000000000000004,0.5
smoker_Yes,1.0745010374993889,0.415,0.9039089814228628,1.277379436934058,0.2,0.30000000000000004,0.5
sex_Male,1.120484726622801,0.194,0.9438408026199224,1.3303537583849268,0.2,0.30000000000000004,0.5
VSDI,0.9775143067729875,0.949,0.4783112905035239,1.9925869118380937,0.2,0.30000000000000004,0.5
CGEI,1.0129576794364257,0.593,0.9662201554478312,1.061990302780264,0.2,0.30000000000000004,0.5
age,0.9944631579974339,0.073,0.9884416730916584,1.0005109755750434,0.2,0.30000000000000004,0.6
AHEIScore,1.001017050751086,0.669,0.996360507918986,1.005697320030948,0.2,0.30000000000000004,0.6
householdIncome,1.0390225915600113,0.135,0.9881278803779444,1.0926209288676063,0.2,0.30000000000000004,0.6
alcohol,1.0044225949657848,0.69,0.9828921175646499,1.026436499546833,0.2,0.30000000000000004,0.6
smoker_Yes,1.0746645872459308,0.414,0.9040459670513469,1.2775753469689224,0.2,0.30000000000000004,0.6
sex_Male,1.1205383158512423,0.194,0.9438867030550375,1.3304165262304373,0.2,0.30000000000000004,0.6
VSDI,0.9775721045252425,0.949,0.4783241186433387,1.9927741779505026,0.2,0.30000000000000004,0.6
CGEI,1.0115967787881976,0.62,0.9665247160761831,1.0588001080062448,0.2,0.30000000000000004,0.6
age,0.9944659945219517,0.073,0.9884446326841548,1.0005136956271874,0.2,0.30000000000000004,0.7000000000000001
AHEIScore,1.0010137645818755,0.67,0.9963571860726304,1.0056940606473297,0.2,0.30000000000000004,0.7000000000000001
householdIncome,1.03905545480866,0.135,0.9881602340089531,1.0926543867111302,0.2,0.30000000000000004,0.7000000000000001
alcohol,1.004424845030281,0.69,0.9828944146852635,1.026438699538922,0.2,0.30000000000000004,0.7000000000000001
smoker_Yes,1.0747971317341352,0.414,0.9041576856153851,1.27773312685197,0.2,0.30000000000000004,0.7000000000000001
sex_Male,1.120582962577115,0.193,0.9439249305987868,1.330468839666755,0.2,0.30000000000000004,0.7000000000000001
VSDI,0.9775542069286981,0.949,0.4783013662688295,1.9927922592436422,0.2,0.30000000000000004,0.7000000000000001
CGEI,1.010576929116042,0.641,0.9668372688022294,1.056321311008511,0.2,0.30000000000000004,0.7000000000000001
age,0.9944681358480999,0.073,0.9884468664395444,1.0005157493438923,0.2,0.30000000000000004,0.8
AHEIScore,1.0010110581246054,0.671,0.996354465210268,1.0056913611199225,0.2,0.30000000000000004,0.8
householdIncome,1.0390788467181484,0.135,0.9881831799464051,1.0926782931872718,0.2,0.30000000000000004,0.8
alcohol,1.0044268756388077,0.689,0.9828964762845612,1.026440698428418,0.2,0.30000000000000004,0.8
smoker_Yes,1.0749051844875643,0.413,0.9042491467970044,1.2778612076357652,0.2,0.30000000000000004,0.8
sex_Male,1.120620027052216,0.193,0.9439566590124481,1.3305122791805215,0.2,0.30000000000000004,0.8
VSDI,0.9775040439778185,0.949,0.4782646082613046,1.9927335160494624,0.2,0.30000000000000004,0.8
CGEI,1.0097911642402482,0.658,0.9671325977411206,1.0543547171528005,0.2,0.30000000000000004,0.8
age,0.9944697991749526,0.073,0.9884486012477204,1.0005173448287605,0.2,0.30000000000000004,0.9
AHEIScore,1.0010088102030172,0.672,0.9963522141849526,1.0056891100005592,0.2,0.30000000000000004,0.9
householdIncome,1.0390961022160694,0.135,0.9882000495615683,1.0926959907460865,0.2,0.30000000000000004,0.9
alcohol,1.0044286671383773,0.689,0.9828982888914962,1.0264424692530258,0.2,0.30000000000000004,0.9
smoker_Yes,1.0749942749846053,0.412,0.9043247881962523,1.277966486069109,0.2,0.30000000000000004,0.9
sex_Male,1.1206509855241504,0.193,0.9439831564288069,1.330548568440893,0.2,0.30000000000000004,0.9
VSDI,0.9774414325837973,0.949,0.47822342384916844,1.9926411701272126,0.2,0.30000000000000004,0.9
CGEI,1.0091705530307058,0.672,0.9674025625225684,1.0527633431493384,0.2,0.30000000000000004,0.9
age,0.99447112286423,0.073,0.9884499816058826,1.0005186146739686,0.2,0.30000000000000004,1
AHEIScore,1.0010069230579737,0.672,0.9963503300256742,1.0056872145196776,0.2,0.30000000000000004,1
householdIncome,1.0391092169408171,0.135,0.988212830612355,1.0927094858193551,0.2,0.30000000000000004,1
alcohol,1.004430237296525,0.689,0.9828998738263421,1.0264440256510026,0.2,0.30000000000000004,1
smoker_Yes,1.075068653678031,0.412,0.9043880854291525,1.2780541726874395,0.2,0.30000000000000004,1
sex_Male,1.1206770847649412,0.193,0.9440054923109639,1.330579165449371,0.2,0.30000000000000004,1
VSDI,0.9773756562686232,0.949,0.47818212928126785,1.9925361650211415,0.2,0.30000000000000004,1
CGEI,1.008669743463483,0.684,0.9676459825875267,1.0514526566258175,0.2,0.30000000000000004,1
age,0.9944077830098963,0.07,0.9883840635759817,1.0004576837280106,0.2,0.4,0.1
AHEIScore,1.001039881608816,0.662,0.9963860904723143,1.0057174610513715,0.2,0.4,0.1
householdIncome,1.0380524936359776,0.146,0.9871636065035816,1.091643092779874,0.2,0.4,0.1
alcohol,1.0044534696232221,0.688,0.9829190772051623,1.0264718062309834,0.2,0.4,0.1
smoker_Yes,1.0738510944275348,0.419,0.9034461824746083,1.2764859446184063,0.2,0.4,0.1
sex_Male,1.1199573928658098,0.196,0.9433720476081683,1.3297603714699562,0.2,0.4,0.1
VSDI,0.9691281409370273,0.93,0.473978299066299,1.9755304556682562,0.2,0.4,0.1
CGEI,1.033319485837124,0.269,0.9750553077183892,1.0951785519748916,0.2,0.4,0.1
age,0.9944182444266173,0.071,0.9883950070516944,1.0004677003179219,0.2,0.4,0.2
AHEIScore,1.0010555992189434,0.657,0.996400300956624,1.0057347381089778,0.2,0.4,0.2
householdIncome,1.0383641984815186,0.142,0.9874750011799088,1.0919556492983928,0.2,0.4,0.2
alcohol,1.004417264254322,0.69,0.9828839785700034,1.026434261074908,0.2,0.4,0.2
smoker_Yes,1.0732827340817257,0.423,0.9029264060648842,1.2758667157889607,0.2,0.4,0.2
sex_Male,1.119783683867656,0.196,0.9432263620015786,1.3295524617040186,0.2,0.4,0.2
VSDI,0.9740519161690139,0.941,0.4765548303349645,1.9854470717784958,0.2,0.4,0.2
CGEI,1.0298296308624775,0.315,0.9724406898286423,1.0907042527721895,0.2,0.4,0.2
age,0.9944305529976214,0.071,0.9884078428234129,1.0004795173753653,0.2,0.4,0.30000000000000004
AHEIScore,1.0010555890553583,0.657,0.9963994327059408,1.005735589419499,0.2,0.4,0.30000000000000004
householdIncome,1.0386099815896142,0.14,0.9877194000291872,1.092203313625797,0.2,0.4,0.30000000000000004
alcohol,1.0044032248290287,0.691,0.9828708252096293,1.0264191912672092,0.2,0.4,0.30000000000000004
smoker_Yes,1.0732909270373219,0.423,0.9029098304867836,1.2759095476965252,0.2,0.4,0.30000000000000004
sex_Male,1.1198304393812604,0.196,0.9432694496358499,1.3296028970650564,0.2,0.4,0.30000000000000004
VSDI,0.9767083169160891,0.947,0.4779226717258486,1.9908775097178146,0.2,0.4,0.30000000000000004
CGEI,1.0251554204711995,0.372,0.9707359052278001,1.0827051453039778,0.2,0.4,0.30000000000000004
age,0.994440579543771,0.072,0.9884182871292977,1.0004891529372473,0.2,0.4,0.4
AHEIScore,1.0010501544076893,0.659,0.9963935686250575,1.0057305700698185,0.2,0.4,0.4
householdIncome,1.0387747846331592,0.138,0.9878827590973662,1.0923699246170215,0.2,0.4,0.4
alcohol,1.0044001399808924,0.691,0.9828683414292508,1.0264154267160588,0.2,0.4,0.4
smoker_Yes,1.0734961864002166,0.421,0.9030708633412902,1.2761707591550582,0.2,0.4,0.4
sex_Male,1.1199422515384294,0.196,0.9433675123405507,1.3297306050475148,0.2,0.4,0.4
VSDI,0.9779487647944922,0.95,0.4785478190179887,1.9934634211885793,0.2,0.4,0.4
CGEI,1.021192202952049,0.425,0.9698916880745495,1.0752693510396192,0.2,0.4,0.4
age,0.9944480756887913,0.072,0.9884260899319233,1.0004963613877922,0.2,0.4,0.5
AHEIScore,1.0010437461715347,0.661,0.9963869563247055,1.0057243479518407,0.2,0.4,0.5
householdIncome,1.0388826912175422,0.137,0.987989446439126,1.0924793059162095,0.2,0.4,0.5
alcohol,1.0044014305754712,0.691,0.9828700271883896,1.026416280484988,0.2,0.4,0.5
smoker_Yes,1.0737355311883838,0.42,0.9032667436965228,1.2764639270048088,0.2,0.4,0.5
sex_Male,1.1200577265051237,0.195,0.9434680568021419,1.3298635372709986,0.2,0.4,0.5
VSDI,0.9784759235218433,0.951,0.4788035976435596,1.9945989876040702,0.2,0.4,0.5
CGEI,1.0184306022328582,0.471,0.969145674556964,1.0702740028782431,0.2,0.4,0.5
age,0.9944536309820073,0.072,0.9884318692188516,1.0005017061543315,0.2,0.4,0.6
AHEIScore,1.001037793323645,0.663,0.9963809124715045,1.005718468960859,0.2,0.4,0.6
householdIncome,1.0389547955028509,0.136,0.9880605755102155,1.0925525667485865,0.2,0.4,0.6
alcohol,1.0044042286643846,0.691,0.9828730890194808,1.0264187928384487,0.2,0.4,0.6
smoker_Yes,1.0739570191654872,0.419,0.9034506831087147,1.2767314517081587,0.2,0.4,0.6
sex_Male,1.120159671801426,0.195,0.9435565513953231,1.3299812782123057,0.2,0.4,0.6
VSDI,0.9786608611796925,0.951,0.4788845297372461,1.995029931305172,0.2,0.4,0.6
CGEI,1.0163105742237388,0.508,0.9687642207072023,1.0662345921152312,0.2,0.4,0.6
age,0.9944578094674674,0.073,0.9884362141557107,1.0005057279607483,0.2,0.4,0.7000000000000001
AHEIScore,1.0010326290997023,0.664,0.9963757142107714,1.005713323646888,0.2,0.4,0.7000000000000001
householdIncome,1.0390045384810724,0.136,0.9881095444907921,1.0926032158081793,0.2,0.4,0.7000000000000001
alcohol,1.0044073821608772,0.691,0.9828764236688563,1.0264217537293132,0.2,0.4,0.7000000000000001
smoker_Yes,1.0741487885068632,0.417,0.9036111628370397,1.2769613655271383,0.2,0.4,0.7000000000000001
sex_Male,1.1202456890078947,0.195,0.9436310914423124,1.3300808053917303,0.2,0.4,0.7000000000000001
VSDI,0.9786825432907663,0.952,0.47888346143187677,1.9951194953142266,0.2,0.4,0.7000000000000001
CGEI,1.0146742586803668,0.539,0.968589785582296,1.0629896367966363,0.2,0.4,0.7000000000000001
age,0.9944610195419963,0.073,0.9884395507830225,1.000508818759763,0.2,0.4,0.8
AHEIScore,1.001028239926976,0.666,0.9963713200498775,1.0057089264559953,0.2,0.4,0.8
householdIncome,1.0390399912612158,0.135,0.9881443780956973,1.0926393867046227,0.2,0.4,0.8
alcohol,1.0044104484398602,0.691,0.9828796182455208,1.026424686043828,0.2,0.4,0.8
smoker_Yes,1.0743115804658598,0.416,0.9037480460113603,1.2771556187823088,0.2,0.4,0.8
sex_Male,1.1203175062606534,0.194,0.9436932566502803,1.3301640014165252,0.2,0.4,0.8
VSDI,0.9786270685553027,0.951,0.4788446093501969,1.9950441107142,0.2,0.4,0.8
CGEI,1.0133915811352199,0.565,0.9685324419620305,1.0603623177759063,0.2,0.4,0.8
age,0.994463539319086,0.073,0.9884421690047057,1.000511245649713,0.2,0.4,0.9
AHEIScore,1.0010245206832562,0.667,0.9963676106399096,1.0057051862610307,0.2,0.4,0.9
householdIncome,1.0390660251617994,0.135,0.9881699102130285,1.0926659984647145,0.2,0.4,0.9
alcohol,1.004413273070257,0.69,0.9828825363837537,1.026427414752258,0.2,0.4,0.9
smoker_Yes,1.0744494114990408,0.416,0.9038643248102646,1.277319546499579,0.2,0.4,0.9
sex_Male,1.1203776041997067,0.194,0.9437452362923039,1.3302336801336756,0.2,0.4,0.9
VSDI,0.9785366868580286,0.951,0.47878942539360514,1.9948912720052148,0.2,0.4,0.9
CGEI,1.0123680974242193,0.586,0.9685412837320168,1.0582086063382912,0.2,0.4,0.9
age,0.9944655570973683,0.073,0.9884442649906621,1.000513189562734,0.2,0.4,1
AHEIScore,1.0010213565703647,0.668,0.9963644637322846,1.0057019954197484,0.2,0.4,1
householdIncome,1.039085653773706,0.135,0.9881891264382797,1.092686099333324,0.2,0.4,1
alcohol,1.004415818256141,0.69,0.9828851514920333,1.0264298894617694,0.2,0.4,1
smoker_Yes,1.0745665993811222,0.415,0.9039634300044503,1.2774585823190026,0.2,0.4,1
sex_Male,1.120428255643953,0.194,0.9437890193783017,1.3302924436399974,0.2,0.4,1
